ID,Category_x,Reclassified_Category
5458,Other,Other
5460,Other,Web Development
5461,Other,Other
5462,Other,Other
5463,Other,Other
5464,Other,Other
5465,Other,Artificial Intelligence / Machine Learning
5466,Other,Other
5467,Other,Other
5468,Other,Networking
5469,Other,Other
5470,Other,Mobile Development
5471,Other,Other
5473,Other,Artificial Intelligence / Machine Learning
5474,Other,Other
5475,Other,Mobile Development
5476,Other,Other
5477,Other,Other
5478,Other,Other
5479,Other,Mobile Development
5480,Other,Networking
5481,Other,Mobile Development
5482,Other,Mobile Development
5483,Other,Networking
5484,Other,Other
5485,Other,Mobile Development
5486,Other,Artificial Intelligence / Machine Learning
5487,Other,Mobile Development
5488,Other,Web Development
5489,Other,Other
5490,Other,Artificial Intelligence / Machine Learning
5491,Other,Other
5492,Other,Other
5493,Other,Mobile Development
5494,Other,Networking
5495,Other,Artificial Intelligence / Machine Learning
5497,Other,Mobile Development
5498,Other,Other
5500,Other,Mobile Development
5501,Other,Mobile Development
5502,Other,Mobile Development
5503,Other,Other
5504,Other,Artificial Intelligence / Machine Learning
5505,Other,Artificial Intelligence / Machine Learning
5506,Other,Networking
5507,Other,Other
5508,Other,Mobile Development
5509,Other,Mobile Development
5510,Other,Other
5511,Other,Artificial Intelligence / Machine Learning
5512,Other,Mobile Development
5513,Other,Networking
5514,Other,Networking
5515,Other,Networking
5516,Other,Networking
5517,Other,Other
5518,Other,Mobile Development
5519,Other,Web Development
5520,Other,Web Development
5521,Other,Other
5522,Other,Other
5523,Other,Mobile Development
5524,Other,Other
5525,Other,Software Engineering
5526,Other,Networking
5527,Other,Other
5528,Other,Artificial Intelligence / Machine Learning
5529,Other,Networking
5530,Other,Other
5531,Other,Artificial Intelligence / Machine Learning
5532,Other,Other
5533,Other,Other
5534,Other,Other
5535,Other,Artificial Intelligence / Machine Learning
5536,Other,Other
5537,Other,Other
5538,Other,Other
5539,Other,Networking
5540,Other,Networking
5541,Other,Networking
5542,Other,Other
5543,Other,Other
5544,Other,Other
5546,Other,Mobile Development
5547,Other,Artificial Intelligence / Machine Learning
5548,Other,Other
5549,Other,Mobile Development
5550,Other,Other
5551,Other,Other
5552,Other,Networking
5553,Other,Other
5554,Other,Other
5555,Other,Other
5557,Other,Artificial Intelligence / Machine Learning
5558,Other,Other
5559,Other,Other
5561,Other,Other
5562,Other,Other
5563,Other,Other
5564,Other,Artificial Intelligence / Machine Learning
5565,Other,Artificial Intelligence / Machine Learning
5566,Other,Artificial Intelligence / Machine Learning
5567,Other,DevOps
5568,Other,Other
5569,Other,Other
5570,Other,Artificial Intelligence / Machine Learning
5571,Other,Artificial Intelligence / Machine Learning
5572,Other,Other
5573,Other,Artificial Intelligence / Machine Learning
5574,Other,Other
5576,Other,Other
5577,Other,Other
5578,Other,Other
5579,Other,Artificial Intelligence / Machine Learning
5580,Other,Networking
5582,Other,Software Engineering
5584,Other,Other
5585,Other,Other
5586,Other,Mobile Development
5587,Other,Artificial Intelligence / Machine Learning
5588,Other,Artificial Intelligence / Machine Learning
5590,Other,Artificial Intelligence / Machine Learning
5591,Other,Other
5593,Other,Artificial Intelligence / Machine Learning
5594,Other,Other
5596,Other,Networking
5597,Other,Other
5598,Other,Mobile Development
5600,Other,Artificial Intelligence / Machine Learning
5604,Other,Artificial Intelligence / Machine Learning
5606,Other,Networking
5607,Other,Artificial Intelligence / Machine Learning
5609,Other,Artificial Intelligence / Machine Learning
5610,Other,Artificial Intelligence / Machine Learning
5611,Other,Artificial Intelligence / Machine Learning
5612,Other,Artificial Intelligence / Machine Learning
5616,Other,Artificial Intelligence / Machine Learning
5617,Other,Web Development
5618,Other,Mobile Development
5622,Other,Networking
5623,Other,Artificial Intelligence / Machine Learning
5624,Other,Artificial Intelligence / Machine Learning
5625,Other,Artificial Intelligence / Machine Learning
5627,Other,Artificial Intelligence / Machine Learning
5628,Other,Artificial Intelligence / Machine Learning
5629,Other,Artificial Intelligence / Machine Learning
5631,Other,Other
5632,Other,Other
5633,Other,Web Development
5634,Other,Networking
5636,Other,Other
5637,Other,Web Development
5639,Other,Other
5640,Other,Artificial Intelligence / Machine Learning
5641,Other,Artificial Intelligence / Machine Learning
5644,Other,Artificial Intelligence / Machine Learning
5645,Other,Networking
5646,Other,Artificial Intelligence / Machine Learning
5648,Other,Artificial Intelligence / Machine Learning
5650,Other,Artificial Intelligence / Machine Learning
5652,Other,Artificial Intelligence / Machine Learning
5653,Other,Other
5654,Other,Artificial Intelligence / Machine Learning
5660,Other,Artificial Intelligence / Machine Learning
5661,Other,Artificial Intelligence / Machine Learning
5662,Other,Other
5663,Other,Artificial Intelligence / Machine Learning
5665,Other,Artificial Intelligence / Machine Learning
5666,Other,Other
5668,Other,Networking
5669,Other,Artificial Intelligence / Machine Learning
5670,Other,Other
5672,Other,Artificial Intelligence / Machine Learning
5674,Other,Artificial Intelligence / Machine Learning
5675,Other,Artificial Intelligence / Machine Learning
5677,Other,Artificial Intelligence / Machine Learning
5678,Other,Artificial Intelligence / Machine Learning
5680,Other,Mobile Development
5683,Other,Artificial Intelligence / Machine Learning
5684,Other,Artificial Intelligence / Machine Learning
5685,Other,Artificial Intelligence / Machine Learning
5686,Other,Artificial Intelligence / Machine Learning
5687,Other,Other
5688,Other,Other
5689,Other,Artificial Intelligence / Machine Learning
5692,Other,Artificial Intelligence / Machine Learning
5693,Other,Artificial Intelligence / Machine Learning
5695,Other,Other
5697,Other,Artificial Intelligence / Machine Learning
5698,Other,Artificial Intelligence / Machine Learning
5700,Other,Web Development
5701,Other,Other
5702,Other,Artificial Intelligence / Machine Learning
5705,Other,Artificial Intelligence / Machine Learning
5708,Other,Other
5709,Other,Artificial Intelligence / Machine Learning
5711,Other,Other
5712,Other,Artificial Intelligence / Machine Learning
5713,Other,Artificial Intelligence / Machine Learning
5714,Other,Artificial Intelligence / Machine Learning
5716,Other,Artificial Intelligence / Machine Learning
5717,Other,Artificial Intelligence / Machine Learning
5719,Other,Artificial Intelligence / Machine Learning
5720,Other,Artificial Intelligence / Machine Learning
5721,Other,Artificial Intelligence / Machine Learning
5722,Other,Artificial Intelligence / Machine Learning
5723,Other,Artificial Intelligence / Machine Learning
5724,Other,Artificial Intelligence / Machine Learning
5726,Other,Artificial Intelligence / Machine Learning
5729,Other,Artificial Intelligence / Machine Learning
5732,Other,Artificial Intelligence / Machine Learning
5733,Other,DevOps
5739,Other,Other
5743,Other,Artificial Intelligence / Machine Learning
5744,Other,Artificial Intelligence / Machine Learning
5745,Other,Artificial Intelligence / Machine Learning
5748,Other,Artificial Intelligence / Machine Learning
5749,Other,Artificial Intelligence / Machine Learning
5750,Other,Other
5751,Other,Artificial Intelligence / Machine Learning
5754,Other,Other
5755,Other,Networking
5757,Other,Other
5758,Other,Web Development
5759,Other,Networking
5760,Other,Artificial Intelligence / Machine Learning
5761,Other,Networking
5762,Other,Networking
5764,Other,Networking
5765,Other,Other
5767,Other,Artificial Intelligence / Machine Learning
5768,Other,Artificial Intelligence / Machine Learning
5770,Other,Artificial Intelligence / Machine Learning
5771,Other,Artificial Intelligence / Machine Learning
5773,Other,Artificial Intelligence / Machine Learning
5774,Other,Artificial Intelligence / Machine Learning
5775,Other,Artificial Intelligence / Machine Learning
5777,Other,Other
5778,Other,Artificial Intelligence / Machine Learning
5782,Other,Artificial Intelligence / Machine Learning
5783,Other,Artificial Intelligence / Machine Learning
5784,Other,Networking
5786,Other,Artificial Intelligence / Machine Learning
5788,Other,Artificial Intelligence / Machine Learning
5789,Other,Networking
5790,Other,Mobile Development
5791,Other,Artificial Intelligence / Machine Learning
5793,Other,Other
5794,Other,Artificial Intelligence / Machine Learning
5795,Other,Other
5796,Other,Artificial Intelligence / Machine Learning
5797,Other,Other
5798,Other,Artificial Intelligence / Machine Learning
5800,Other,Artificial Intelligence / Machine Learning
5803,Other,Artificial Intelligence / Machine Learning
5804,Other,Artificial Intelligence / Machine Learning
5807,Other,Artificial Intelligence / Machine Learning
5809,Other,Artificial Intelligence / Machine Learning
5812,Other,Artificial Intelligence / Machine Learning
5813,Other,Artificial Intelligence / Machine Learning
5814,Other,Other
5815,Other,Networking
5817,Other,Networking
5819,Other,Other
5821,Other,Artificial Intelligence / Machine Learning
5822,Other,Other
5825,Other,Other
5826,Other,Networking
5829,Other,Artificial Intelligence / Machine Learning
5830,Other,Artificial Intelligence / Machine Learning
5832,Other,Web Development
5834,Other,Artificial Intelligence / Machine Learning
5837,Other,Networking
5838,Other,Artificial Intelligence / Machine Learning
5839,Other,Artificial Intelligence / Machine Learning
5840,Other,Other
5841,Other,Other
5842,Other,Artificial Intelligence / Machine Learning
5843,Other,Artificial Intelligence / Machine Learning
5844,Other,Artificial Intelligence / Machine Learning
5849,Other,Artificial Intelligence / Machine Learning
5851,Other,Other
5852,Other,Other
5853,Other,Artificial Intelligence / Machine Learning
5854,Other,Artificial Intelligence / Machine Learning
5857,Other,Web Development
5858,Other,Artificial Intelligence / Machine Learning
5859,Other,Artificial Intelligence / Machine Learning
5860,Other,Other
5861,Other,Networking
5864,Other,Artificial Intelligence / Machine Learning
5865,Other,Artificial Intelligence / Machine Learning
5866,Other,Artificial Intelligence / Machine Learning
5868,Other,Artificial Intelligence / Machine Learning
5871,Other,Other
5872,Other,Artificial Intelligence / Machine Learning
5873,Other,Mobile Development
5874,Other,Artificial Intelligence / Machine Learning
5875,Other,Artificial Intelligence / Machine Learning
5876,Other,Artificial Intelligence / Machine Learning
5877,Other,Artificial Intelligence / Machine Learning
5879,Other,Artificial Intelligence / Machine Learning
5880,Other,Artificial Intelligence / Machine Learning
5881,Other,Artificial Intelligence / Machine Learning
5882,Other,Artificial Intelligence / Machine Learning
5885,Other,Artificial Intelligence / Machine Learning
5886,Other,Artificial Intelligence / Machine Learning
5887,Other,Other
5889,Other,Web Development
5890,Other,Networking
5891,Other,Artificial Intelligence / Machine Learning
5892,Other,Artificial Intelligence / Machine Learning
5895,Other,Other
5897,Other,Artificial Intelligence / Machine Learning
5898,Other,Artificial Intelligence / Machine Learning
5901,Other,Other
5902,Other,Artificial Intelligence / Machine Learning
5904,Other,Artificial Intelligence / Machine Learning
5905,Other,Other
5910,Other,Artificial Intelligence / Machine Learning
5911,Other,Web Development
5915,Other,Software Engineering
5916,Other,Artificial Intelligence / Machine Learning
5917,Other,Artificial Intelligence / Machine Learning
5918,Other,Other
5919,Other,Artificial Intelligence / Machine Learning
5920,Other,Artificial Intelligence / Machine Learning
5921,Other,Other
5922,Other,Artificial Intelligence / Machine Learning
5923,Other,Artificial Intelligence / Machine Learning
5924,Other,Artificial Intelligence / Machine Learning
5926,Other,Other
5929,Other,Other
5936,Other,Networking
5938,Other,Artificial Intelligence / Machine Learning
5942,Other,Artificial Intelligence / Machine Learning
5944,Other,Artificial Intelligence / Machine Learning
5946,Other,Artificial Intelligence / Machine Learning
5948,Other,Cloud Computing
5950,Other,Artificial Intelligence / Machine Learning
5953,Other,Web Development
5954,Other,Artificial Intelligence / Machine Learning
5955,Other,Networking
5956,Other,Artificial Intelligence / Machine Learning
5957,Other,Artificial Intelligence / Machine Learning
5958,Other,Artificial Intelligence / Machine Learning
5959,Other,Web Development
5963,Other,Artificial Intelligence / Machine Learning
5964,Other,Artificial Intelligence / Machine Learning
5966,Other,Artificial Intelligence / Machine Learning
5967,Other,Artificial Intelligence / Machine Learning
5970,Other,Networking
5971,Other,Artificial Intelligence / Machine Learning
5972,Other,Database Management
5974,Other,Networking
5975,Other,Artificial Intelligence / Machine Learning
5978,Other,Artificial Intelligence / Machine Learning
5979,Other,Artificial Intelligence / Machine Learning
5982,Other,Artificial Intelligence / Machine Learning
5983,Other,Artificial Intelligence / Machine Learning
5985,Other,Artificial Intelligence / Machine Learning
5986,Other,Artificial Intelligence / Machine Learning
